Sentence,Connective,Contradiction,Instructions,Type,Prompt_ID,Total order,Response,proposition,Trial,Correct,Model
The boy is playing soccer if the boy is not playing soccer.,if,1,3,experimental,57,829,No,6,4,1,Llama 3.1 8B
The boy is playing soccer so the boy is not playing soccer.,so,1,3,experimental,58,830,No,6,4,1,Llama 3.1 8B
The boy is playing soccer therefore the boy is not playing soccer.,therefore,1,3,experimental,59,831,No,6,4,1,Llama 3.1 8B
The boy is playing soccer but the boy is not playing soccer.,but,1,3,experimental,60,832,No,6,4,1,Llama 3.1 8B
The boy is playing soccer when the boy is not playing soccer.,when,1,3,experimental,61,833,No,6,4,1,Llama 3.1 8B
The boy is playing soccer although the boy is not playing soccer.,although,1,3,experimental,62,834,No,6,4,1,Llama 3.1 8B
The boy is playing soccer or the boy is not playing soccer.,or,0,3,experimental,63,835,Yes,6,4,1,Llama 3.1 8B
Maybe the boy is playing soccer, maybe the boy is not playing soccer.,maybe,0,3,experimental,64,836,Yes,6,4,1,Llama 3.1 8B
Perhaps the boy is playing soccer, perhaps the boy is not playing soccer.,perhaps,0,3,experimental,65,837,Yes,6,4,1,Llama 3.1 8B
The boy might be playing soccer and the boy might not be playing soccer.,might,0,3,experimental,66,838,Yes,6,4,1,Llama 3.1 8B
Jim showed the man his tickets and Jim did not show the man his tickets.,and,1,3,experimental,67,839,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets if Jim did not show the man his tickets.,if,1,3,experimental,68,840,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets so Jim did not show the man his tickets.,so,1,3,experimental,69,841,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets therefore Jim did not show the man his tickets.,therefore,1,3,experimental,70,842,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets but Jim did not show the man his tickets.,but,1,3,experimental,71,843,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets when Jim did not show the man his tickets.,when,1,3,experimental,72,844,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets although Jim did not show the man his tickets.,although,1,3,experimental,73,845,No,7,4,1,Llama 3.1 8B
Jim showed the man his tickets or Jim did not show the man his tickets.,or,0,3,experimental,74,846,Yes,7,4,1,Llama 3.1 8B
Maybe Jim showed the man his tickets, maybe Jim did not show the man his tickets.,maybe,0,3,experimental,75,847,Yes,7,4,1,Llama 3.1 8B
Perhaps Jim showed the man his tickets, perhaps Jim did not show the man his tickets.,perhaps,0,3,experimental,76,848,Yes,7,4,1,Llama 3.1 8B
Jim might show the man his tickets and Jim might not show the man his tickets.,might,0,3,experimental,77,849,Yes,7,4,1,Llama 3.1 8B
Steve went to New York and Steve did not go to New York.,and,1,3,experimental,78,850,No,8,4,1,Llama 3.1 8B
Steve went to New York if Steve did not go to New York.,if,1,3,experimental,79,851,No,8,4,1,Llama 3.1 8B
Steve went to New York so Steve did not go to New York.,so,1,3,experimental,80,852,No,8,4,1,Llama 3.1 8B
Steve went to New York therefore Steve did not go to New York.,therefore,1,3,experimental,81,853,No,8,4,1,Llama 3.1 8B
Steve went to New York but Steve did not go to New York.,but,1,3,experimental,82,854,No,8,4,1,Llama 3.1 8B
Steve went to New York when Steve did not go to New York.,when,1,3,experimental,83,855,No,8,4,1,Llama 3.1 8B
Steve went to New York although Steve did not go to New York.,although,1,3,experimental,84,856,No,8,4,1,Llama 3.1 8B
Steve went to New York or Steve did not go to New York.,or,0,3,experimental,85,857,Yes,8,4,1,Llama 3.1 8B
Maybe Steve went to New York, maybe Steve did not go to New York.,maybe,0,3,experimental,86,858,Yes,8,4,1,Llama 3.1 8B
Perhaps Steve went to New York, perhaps Steve did not go to New York.,perhaps,0,3,experimental,87,859,Yes,8,4,1,Llama 3.1 8B
Steve might go to New York and Steve might not go to New York.,might,0,3,experimental,88,860,Yes,8,4,1,Llama 3.1 8B
The kids go to the mall and the kids do not go to the mall.,and,1,3,experimental,89,861,No,9,4,1,Llama 3.1 8B
The kids go to the mall if the kids do not go to the mall.,if,1,3,experimental,90,862,No,9,4,1,Llama 3.1 8B
The kids go to the mall so the kids do not go to the mall.,so,1,3,experimental,91,863,No,9,4,1,Llama 3.1 8B
The kids go to the mall therefore the kids do not go to the mall.,therefore,1,3,experimental,92,864,No,9,4,1,Llama 3.1 8B
The kids go to the mall but the kids do not go to the mall.,but,1,3,experimental,93,865,No,9,4,1,Llama 3.1 8B
The kids go to the mall when the kids do not go to the mall.,when,1,3,experimental,94,866,No,9,4,1,Llama 3.1 8B
The kids go to the mall although the kids do not go to the mall.,although,1,3,experimental,95,867,No,9,4,1,Llama 3.1 8B
The kids go to the mall or the kids do not go to the mall.,or,0,3,experimental,96,868,Yes,9,4,1,Llama 3.1 8B
Maybe the kids go to the mall, maybe the kids do not go to the mall.,maybe,0,3,experimental,97,869,Yes,9,4,1,Llama 3.1 8B
Perhaps the kids go to the mall, perhaps the kids do not go to the mall.,perhaps,0,3,experimental,98,870,Yes,9,4,1,Llama 3.1 8B
The kids might go to the mall and the kids might not go to the mall.,might,0,3,experimental,99,871,Yes,9,4,1,Llama 3.1 8B
The man has forgotten to do his homework and the man has not forgotten to do his homework.,and,1,3,experimental,100,872,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework if the man has not forgotten to do his homework.,if,1,3,experimental,101,873,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework so the man has not forgotten to do his homework.,so,1,3,experimental,102,874,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework therefore the man has not forgotten to do his homework.,therefore,1,3,experimental,103,875,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework but the man has not forgotten to do his homework.,but,1,3,experimental,104,876,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework when the man has not forgotten to do his homework.,when,1,3,experimental,105,877,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework although the man has not forgotten to do his homework.,although,1,3,experimental,106,878,No,10,4,1,Llama 3.1 8B
The man has forgotten to do his homework or the man has not forgotten to do his homework.,or,0,3,experimental,107,879,Yes,10,4,1,Llama 3.1 8B
Maybe the man has forgotten to do his homework, maybe the man has not forgotten to do his homework.,maybe,0,3,experimental,108,880,Yes,10,4,1,Llama 3.1 8B
Perhaps the man has forgotten to do his homework, perhaps the man has not forgotten to do his homework.,perhaps,0,3,experimental,109,881,Yes,10,4,1,Llama 3.1 8B
The man might have forgotten to do his homework and the man might not have forgotten to do his homework.,might,0,3,experimental,110,882,Yes,10,4,1,Llama 3.1 8B
The mansion has ten rooms and the mansion does not have ten rooms.,and,1,3,experimental,111,883,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms if the mansion does not have ten rooms.,if,1,3,experimental,112,884,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms so the mansion does not have ten rooms.,so,1,3,experimental,113,885,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms therefore the mansion does not have ten rooms.,therefore,1,3,experimental,114,886,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms but the mansion does not have ten rooms.,but,1,3,experimental,115,887,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms when the mansion does not have ten rooms.,when,1,3,experimental,116,888,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms although the mansion does not have ten rooms.,although,1,3,experimental,117,889,No,11,4,1,Llama 3.1 8B
The mansion has ten rooms or the mansion does not have ten rooms.,or,0,3,experimental,118,890,Yes,11,4,1,Llama 3.1 8B
Maybe the mansion has ten rooms, maybe the mansion does not have ten rooms.,maybe,0,3,experimental,119,891,Yes,11,4,1,Llama 3.1 8B
Perhaps the mansion has ten rooms, perhaps the mansion does not have ten rooms.,perhaps,0,3,experimental,120,892,Yes,11,4,1,Llama 3.1 8B
The mansion might have ten rooms and the mansion might not have ten rooms.,might,0,3,experimental,121,893,Yes,11,4,1,Llama 3.1 8B
The tea in the kettle is done brewing and the tea in the kettle is not done brewing.,and,1,3,experimental,122,894,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing if the tea in the kettle is not done brewing.,if,1,3,experimental,123,895,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing so the tea in the kettle is not done brewing.,so,1,3,experimental,124,896,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing therefore the tea in the kettle is not done brewing.,therefore,1,3,experimental,125,897,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing but the tea in the kettle is not done brewing.,but,1,3,experimental,126,898,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing when the tea in the kettle is not done brewing.,when,1,3,experimental,127,899,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing although the tea in the kettle is not done brewing.,although,1,3,experimental,128,900,No,12,4,1,Llama 3.1 8B
The tea in the kettle is done brewing or the tea in the kettle is not done brewing.,or,0,3,experimental,129,901,Yes,12,4,1,Llama 3.1 8B
Maybe the tea in the kettle is done brewing, maybe the tea in the kettle is not done brewing.,maybe,0,3,experimental,130,902,Yes,12,4,1,Llama 3.1 8B
Perhaps the tea in the kettle is done brewing, perhaps the tea in the kettle is not done brewing.,perhaps,0,3,experimental,131,903,Yes,12,4,1,Llama 3.1 8B
The tea in the kettle might be done brewing and the tea in the kettle might not be done brewing.,might,0,3,experimental,132,904,Yes,12,4,1,Llama 3.1 8B
The teacher assigned homework for the week and the teacher did not assign homework for the week.,and,1,3,experimental,133,905,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week if the teacher did not assign homework for the week.,if,1,3,experimental,134,906,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week so the teacher did not assign homework for the week.,so,1,3,experimental,135,907,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week therefore the teacher did not assign homework for the week.,therefore,1,3,experimental,136,908,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week but the teacher did not assign homework for the week.,but,1,3,experimental,137,909,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week when the teacher did not assign homework for the week.,when,1,3,experimental,138,910,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week although the teacher did not assign homework for the week.,although,1,3,experimental,139,911,No,13,4,1,Llama 3.1 8B
The teacher assigned homework for the week or the teacher did not assign homework for the week.,or,0,3,experimental,140,912,Yes,13,4,1,Llama 3.1 8B
Maybe the teacher assigned homework for the week, maybe the teacher did not assign homework for the week.,maybe,0,3,experimental,141,913,Yes,13,4,1,Llama 3.1 8B
Perhaps the teacher assigned homework for the week, perhaps the teacher did not assign homework for the week.,perhaps,0,3,experimental,142,914,Yes,13,4,1,Llama 3.1 8B
The teacher might assign homework for the week and the teacher might not assign homework for the week.,might,0,3,experimental,143,915,Yes,13,4,1,Llama 3.1 8B
I ran into my classmate at the mall and I did not run into my classmate at the mall.,and,1,3,experimental,144,916,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall if I did not run into my classmate at the mall.,if,1,3,experimental,145,917,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall so I did not run into my classmate at the mall.,so,1,3,experimental,146,918,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall therefore I did not run into my classmate at the mall.,therefore,1,3,experimental,147,919,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall but I did not run into my classmate at the mall.,but,1,3,experimental,148,920,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall when I did not run into my classmate at the mall.,when,1,3,experimental,149,921,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall although I did not run into my classmate at the mall.,although,1,3,experimental,150,922,No,14,4,1,Llama 3.1 8B
I ran into my classmate at the mall or I did not run into my classmate at the mall.,or,0,3,experimental,151,923,Yes,14,4,1,Llama 3.1 8B
Maybe I ran into my classmate at the mall, maybe I did not run into my classmate at the mall.,maybe,0,3,experimental,152,924,Yes,14,4,1,Llama 3.1 8B
Perhaps I ran into my classmate at the mall, perhaps I did not run into my classmate at the mall.,perhaps,0,3,experimental,153,925,Yes,14,4,1,Llama 3.1 8B
I might run into my classmate at the mall and I might not run into my classmate at the mall.,might,0,3,experimental,154,926,Yes,14,4,1,Llama 3.1 8B
I called Anna twice today and I did not call Anna twice today.,and,1,3,experimental,155,927,No,15,4,1,Llama 3.1 8B
I called Anna twice today if I did not call Anna twice today.,if,1,3,experimental,156,928,Yes,15,4,0,Llama 3.1 8B
I called Anna twice today so I did not call Anna twice today.,so,1,3,experimental,157,929,No,15,4,1,Llama 3.1 8B
I called Anna twice today therefore I did not call Anna twice today.,therefore,1,3,experimental,158,930,No,15,4,1,Llama 3.1 8B
I called Anna twice today but I did not call Anna twice today.,but,1,3,experimental,159,931,No,15,4,1,Llama 3.1 8B
I called Anna twice today when I did not call Anna twice today.,when,1,3,experimental,160,932,No,15,4,1,Llama 3.1 8B
I called Anna twice today although I did not call Anna twice today.,although,1,3,experimental,161,933,No,15,4,1,Llama 3.1 8B
I called Anna twice today or I did not call Anna twice today.,or,0,3,experimental,162,934,Yes,15,4,1,Llama 3.1 8B
Maybe I called Anna twice today, maybe I did not call Anna twice today.,maybe,0,3,experimental,163,935,Yes,15,4,1,Llama 3.1 8B
Perhaps I called Anna twice today, perhaps I did not call Anna twice today.,perhaps,0,3,experimental,164,936,Yes,15,4,1,Llama 3.1 8B
I might call Anna twice today and I might not call Anna twice today.,might,0,3,experimental,165,937,Yes,15,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors and this wedding ceremony was not held outdoors.,and,1,3,experimental,166,938,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors if this wedding ceremony was not held outdoors.,if,1,3,experimental,167,939,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors so this wedding ceremony was not held outdoors.,so,1,3,experimental,168,940,No,16,4,1,Llama 3.1 8B
This wedding ceremony was held outdoors therefore this wedding ceremony was not held outdoors.,therefore,1,3,experimental,169,941,No,16,4,1,Llama 3.1 8B
